size,total_sqft,bath,balcony,price
2,1100,2,2,47
3,1254,2,2,70
2,940,2,2,49
2,1280,2,2,80
4,2155,3,3,125
4,4260,4,3,272
3,1255,2,1,95
3,1388,3,3,69
2,1176,2,2,44
3,1390,2,2,61
2,1160,2,1,55
4,2800,4,3,140
3,1583,3,3,115
2,1170,2,2,86
2,1075,2,2,30
2,972,2,2,40
3,1486,3,1,83
2,850,2,1,75
3,1282,3,2,178
4,2790,4,3,198
4,2383,5,1,215
2,1103,2,1,55
3,1577,3,2,67
3,1465,3,2,80
3,1600,3,1,64
2,1090,2,2,45
3,1721,3,3,80
2,1100,2,1,55
3,1450,3,2,71
2,1071,2,1,62
3,2266,3,2,169
3,2065,3,2,130
3,1800,3,2,90
2,1150,2,2,125
2,1123,2,1,56
3,1884,3,3,98
2,1145,2,1,75
3,1328,2,2,60
2,950,2,1,55
2,1115,2,0,46
3,1318,3,1,54
3,3300,4,3,160
2,1280,2,1,48
2,1230,2,2,59
3,1420,2,2,60
2,1100,2,1,54
3,1750,3,2,136
3,2550,4,2,290
2,700,1,2,35
2,1050,2,1,42
2,1235,2,3,90
2,900,2,0,30
2,1146,2,1,38
1,2400,1,1,200
1,615,1,1,24
2,1070,2,1,49
3,1355,2,3,58
4,3080,2,1,285
3,1800,3,3,80
3,1400,2,3,50
2,1123,2,1,48
2,787,2,1,31
3,1082,2,1,45
2,1096,2,1,41
2,1130,2,1,52
1,550,1,1,12
2,1058,2,2,85
3,1269,2,1,73
4,2689,6,2,245
3,1976,3,3,65
3,1820,3,3,77
3,1329,2,1,56
3,1350,2,1,80
2,1205,2,1,40
2,1339,2,2,71
2,938,2,0,35
1,450,1,1,25
2,1100,2,2,70
2,1060,2,1,40
2,1125,2,2,40
1,810,1,0,21
2,1060,2,1,65
3,1200,2,2,75
2,1100,2,1,85
3,1925,3,3,110
1,502,1,1,25
3,1475,2,2,74
3,1550,3,2,258
2,966,2,1,49
2,1300,2,2,75
3,1559,3,2,120
2,1246,2,1,63
3,1410,2,3,53
2,1339,2,2,58
2,1104,2,1,35
2,900,2,2,45
3,1550,2,2,79
1,670,1,1,35
2,1483,2,1,98
3,1540,2,2,70
2,1255,2,1,54
2,1036,2,2,110
3,1460,2,2,75
2,1230,2,1,58
2,1340,2,2,60
3,1600,3,3,61
3,2162,3,1,200
2,919,2,2,40
2,1070,2,2,38
3,1733,2,3,85
3,1221,3,3,72
2,1041,2,1,36
4,2550,4,2,149
3,1400,3,1,70
1,710,2,2,40
3,1500,2,1,78
4,3122,6,2,237
3,2061,3,3,175
3,1255,2,1,95
2,1031,2,1,55
2,1210,2,1,74
2,950,2,1,40
2,1161,2,1,55
2,1303,2,2,44
2,1418,2,2,105
2,1015,2,0,48
3,1150,2,0,60
2,1010,2,1,40
3,1508,3,1,75
2,1275,2,1,87
3,1460,3,1,70
2,946,2,2,58
2,1110,2,2,58
3,1832,3,1,125
2,1088,2,2,61
3,1564,3,1,104
2,1030,2,1,35
2,660,2,0,27
3,1700,3,1,95
2,1205,2,2,62
3,1950,3,2,90
2,1080,2,1,62
2,999,2,1,43
2,1300,2,1,89
2,1265,2,1,78
2,1200,2,2,42
4,1974,4,0,106
2,1180,2,2,40
3,1350,2,3,63
3,1560,2,2,65
2,1085,2,1,41
3,1300,2,2,75
3,1600,3,2,56
2,1127,2,2,55
2,795,2,2,32
3,1850,3,2,88
2,1020,2,1,29
3,1475,2,1,200
3,1345,2,1,47
2,849,2,1,25
3,1706,3,2,135
4,2100,4,1,180
3,1250,2,2,65
3,1260,3,3,63
3,1265,2,1,65
3,1260,2,1,45
2,1045,2,1,58
4,3895,4,2,495
2,1100,2,3,62
2,1113,2,1,50
4,2774,4,3,208
2,1210,2,1,60
1,700,1,1,30
2,1155,2,1,55
2,1132,2,1,89
2,1359,2,2,104
2,1145,2,2,56
1,600,1,1,30
2,830,2,1,60
2,1009,2,2,56
3,1800,3,2,195
2,1226,2,2,52
2,1500,2,2,88
2,1363,2,1,79
2,1165,2,1,33
2,1060,2,2,42
2,1200,2,1,67
3,1518,3,2,76
3,1495,2,2,75
2,1575,2,2,90
2,1440,2,2,170
3,1545,3,1,69
3,1470,3,3,50
3,1500,3,3,95
3,1450,2,2,81
2,1179,2,1,49
3,1650,3,2,110
3,1095,2,2,32
2,856,2,1,48
2,1143,2,1,62
2,1349,2,1,97
3,1280,2,2,45
1,480,1,1,60
2,1216,2,1,69
2,1290,2,1,120
2,1156,2,2,42
2,1230,2,2,44
2,1070,2,2,33
2,1235,2,1,49
2,1117,2,1,110
3,1724,3,2,124
1,600,1,1,43
3,1930,2,2,57
2,1216,2,1,75
3,1452,3,3,60
2,1355,2,3,78
3,2145,3,3,190
2,957,2,1,53
2,925,2,2,48
2,1550,2,3,59
2,1115,2,1,61
3,1692,3,2,83
2,1100,2,2,52
3,1385,2,2,69
1,760,1,1,24
2,1335,2,2,67
2,910,2,1,45
3,1610,2,2,55
2,1341,2,1,75
3,1285,2,2,44
2,1016,2,1,45
3,2448,3,2,400
2,924,2,2,35
1,500,1,1,31
3,1800,3,2,88
2,1255,2,3,77
2,1040,2,2,50
2,1062,2,2,47
2,950,2,1,60
2,1216,2,1,73
2,1300,2,2,98
2,1390,2,2,65
2,1033,2,1,52
2,1390,2,2,65
2,1020,2,1,52
2,1140,2,2,45
1,670,1,1,36
4,2171,4,2,111
2,1136,2,1,48
3,1477,2,2,80
2,1001,2,2,30
2,1040,2,1,48
2,1060,2,1,48
2,1240,2,1,44
2,1070,2,2,46
2,1253,2,1,65
2,1190,2,2,60
2,1312,2,2,55
2,750,2,0,40
3,1615,3,2,115
2,1095,2,1,60
3,1745,3,3,100
2,1050,2,2,52
2,1220,2,1,44
3,1793,3,2,98
2,1100,1,2,45
2,1385,2,3,65
2,1200,2,2,45
3,2017,2,2,125
1,400,1,1,10
3,1400,2,2,44
2,960,2,1,33
2,1125,2,1,47
3,1551,2,2,60
2,1246,2,1,67
4,3200,4,3,224
2,1060,2,1,48
2,1384,2,2,59
2,620,2,1,23
2,1005,2,1,39
3,1400,3,2,35
3,2400,3,3,88
2,1096,2,1,39
2,1180,1,0,50
3,1300,2,1,47
4,3563,6,1,310
2,1165,2,2,47
3,1685,3,3,100
3,1580,3,3,53
2,1210,2,1,83
2,1030,1,2,25
2,1100,2,2,43
3,1255,3,2,77
3,1482,3,2,86
2,1344,2,1,108
3,1275,2,2,39
4,3300,5,3,318
2,1210,2,2,85
3,1320,3,3,226
3,1532,3,2,98
2,1245,2,2,110
2,1230,2,1,65
3,2257,3,2,159
2,1246,2,1,65
2,1080,2,2,41
3,1360,2,3,85
2,1260,2,2,47
2,1418,2,2,104
2,950,2,1,39
2,1020,2,2,55
3,1400,2,2,40
2,1175,2,1,69
2,1185,2,1,40
3,2250,3,1,113
2,1178,2,2,40
4,36000,4,2,450
1,825,1,1,44
3,1250,3,2,43
2,1113,2,2,55
3,1718,3,3,223
2,1010,2,1,35
2,900,2,1,41
2,1020,2,2,29
2,1194,2,1,71
2,1108,2,1,67
4,3895,2,1,451
2,700,2,1,34
3,1600,3,3,68
3,1850,3,2,90
2,1250,2,2,33
2,1140,2,1,49
3,1200,2,2,75
2,985,2,1,55
2,982,2,2,55
1,600,1,0,20
3,2640,5,1,142
2,1314,2,2,68
3,1700,2,2,68
2,1077,2,2,93
5,2000,4,1,99
3,1643,3,2,75
2,1116,2,1,51
2,1020,2,1,41
3,1740,3,2,55
2,1225,2,2,47
3,1241,2,1,61
2,1041,2,2,40
2,1050,2,2,46
3,4400,3,1,901
2,1309,2,3,64
2,1128,2,2,45
3,1430,2,1,50
2,1065,2,1,47
2,1085,2,1,64
2,981,2,2,37
4,1548,4,1,129
4,2302,4,2,300
3,1410,2,2,60
3,1525,3,1,117
2,1200,2,2,42
2,1030,2,2,80
2,1160,2,1,33
2,918,2,1,49
3,1255,2,1,90
3,1150,2,2,49
2,1150,2,2,69
2,1227,2,2,53
3,1255,3,2,77
2,1198,2,1,82
3,2072,4,2,139
2,797,2,1,32
3,1350,2,3,68
3,2215,4,2,160
1,525,1,1,30
4,2700,4,3,260
3,1500,2,1,90
3,1355,2,3,58
3,1465,2,2,49
4,2000,4,1,75
2,1128,2,1,65
2,850,2,0,35
3,1310,2,3,68
2,1390,2,2,86
3,1390,2,2,76
2,1170,2,1,33
3,1385,2,2,50
2,1160,2,1,42
2,1160,2,1,33
3,1200,2,2,69
2,1475,2,2,55
2,850,2,2,42
1,675,1,1,45
2,1060,2,1,51
2,1235,2,2,47
2,1250,2,1,60
2,1460,2,3,70
3,1690,3,2,85
1,850,1,2,57
3,1843,3,2,82
3,1680,3,2,117
2,1047,2,1,84
2,1100,2,2,35
2,1120,2,3,53
2,1095,2,2,38
2,970,2,2,35
3,1100,2,3,85
3,1685,3,2,85
2,1148,2,1,59
2,1050,2,1,65
3,1465,2,1,76
1,630,1,1,60
3,1850,3,1,150
3,1350,3,1,60
3,1760,3,2,160
2,1440,2,2,185
2,1200,2,0,42
2,1100,2,1,78
2,1140,2,2,46
2,1410,2,2,45
3,1434,2,1,67
2,1160,2,2,42
2,1343,2,2,86
2,1184,2,1,69
3,2246,3,0,300
3,1305,2,1,59
3,1540,3,2,85
3,1550,3,3,65
3,1345,2,1,57
3,975,2,2,45
2,1140,2,2,46
2,1152,2,1,34
3,1033,2,2,31
3,1800,3,0,230
2,1102,2,2,53
3,1223,2,2,42
3,1762,3,3,112
2,560,2,1,16
3,1410,2,2,38
3,1853,3,1,64
2,1138,2,1,110
3,1200,2,0,66
2,1200,2,2,37
3,1870,3,2,138
2,1199,2,1,86
3,1360,2,2,54
3,1230,3,3,53
3,2000,3,2,120
2,1047,2,1,83
2,725,2,1,30
3,1645,3,1,100
2,870,2,1,65
2,1026,2,1,49
3,2000,3,1,145
2,1710,2,2,200
3,1766,3,1,130
1,500,1,1,15
2,1100,1,1,15
3,1221,3,3,52
1,680,1,1,46
2,1278,2,2,90
2,1025,2,2,66
2,1175,2,1,39
2,850,2,1,42
2,710,2,0,25
2,1165,2,1,33
1,625,1,1,19
3,1340,3,1,66
2,937,2,1,35
1,750,1,1,52
3,1475,3,3,78
2,1116,2,2,37
2,948,2,1,75
2,970,2,1,55
3,1519,3,2,67
3,1200,2,1,65
3,1760,3,2,127
3,1914,3,3,179
3,1820,3,2,85
3,1820,3,2,93
3,1565,3,2,78
2,1334,2,3,42
2,924,2,2,76
2,914,2,2,49
1,500,1,1,17
3,2145,3,3,125
3,1650,3,2,100
4,3940,4,3,220
2,1020,2,1,29
2,1180,2,3,58
2,1255,2,3,120
3,2777,5,2,650
2,1014,2,1,35
2,695,1,1,25
2,1140,2,2,48
2,1180,2,2,41
4,2400,4,2,152
2,850,1,1,25
2,1200,2,1,60
4,3160,4,3,206
3,1769,3,3,96
4,1554,4,1,131
2,1243,2,2,46
2,905,2,1,40
3,2180,3,2,285
3,2400,3,2,260
3,1435,3,1,73
4,3405,6,3,400
3,1620,3,2,130
3,1862,3,2,125
2,674,1,1,19
2,1220,2,1,59
2,1027,2,2,44
2,1025,2,1,49
3,1430,2,3,54
2,1235,2,3,65
3,1291,2,3,32
3,1498,3,2,95
3,2180,3,2,240
2,1000,2,1,29
2,850,2,1,72
2,1123,2,2,64
2,1235,2,1,75
2,1250,2,1,55
2,984,2,1,45
2,1305,2,1,99
4,2790,5,3,204
4,2010,3,2,125
2,995,2,0,42
2,1277,2,2,59
2,1236,2,2,61
2,1265,2,3,67
3,1442,3,2,56
2,1224,2,2,70
2,1205,2,1,59
2,1233,2,3,100
2,1312,2,3,69
3,1449,3,2,90
2,1090,2,1,54
3,1390,2,3,62
2,1200,2,3,78
2,1000,2,2,58
3,1732,3,1,85
2,1290,2,2,80
3,1840,3,3,85
3,1917,4,2,100
2,1100,2,2,57
3,1455,2,3,60
4,2774,4,3,208
3,1425,2,2,65
3,1655,3,1,113
4,2805,5,3,160
2,1040,2,1,46
2,1126,2,1,55
2,1250,2,1,55
4,2050,3,1,100
1,530,1,1,29
2,883,2,1,37
3,1490,2,2,59
2,1295,2,2,95
3,1275,3,1,59
2,800,2,2,30
1,1200,1,0,95
2,1063,2,1,58
1,656,1,1,43
2,1125,2,2,36
2,881,2,1,48
2,700,1,1,32
3,1680,3,1,101
2,1253,2,2,57
3,1640,3,3,230
3,1082,3,2,50
2,1065,2,1,30
3,2100,4,2,145
2,1070,2,1,58
3,1280,3,2,57
2,1125,2,1,29
3,1755,3,2,122
2,1210,2,1,54
2,951,2,2,30
3,1500,2,1,75
3,1652,3,2,90
3,1381,2,2,76
2,1085,2,1,57
1,905,1,1,50
3,1685,3,2,95
2,1200,2,2,75
2,1151,2,1,42
3,1665,3,2,86
2,800,2,1,40
2,1030,2,2,46
2,1257,2,1,71
3,1600,3,2,82
3,1465,3,3,75
3,1650,3,2,111
2,1243,2,2,46
2,1300,2,2,82
2,1000,2,1,44
2,1146,2,1,53
3,2159,3,2,110
2,1255,2,2,40
2,1130,2,2,60
2,1200,2,1,60
2,1040,2,1,37
2,1180,2,1,41
2,1200,2,3,47
3,1374,3,2,51
2,1027,2,2,44
3,2384,4,2,165
3,1033,2,2,28
2,1200,2,1,54
3,2017,3,2,105
2,700,2,0,43
3,1495,2,2,52
2,1302,2,1,68
1,905,1,1,52
2,1303,2,1,55
3,1350,3,0,71
3,1380,2,2,95
3,1620,3,1,110
2,1000,2,1,38
2,1250,1,1,54
3,1750,3,3,170
3,997,3,2,55
2,1322,2,2,75
3,1500,3,2,125
3,1256,2,2,50
2,941,2,2,48
3,1665,3,2,86
3,1270,2,3,55
2,850,2,0,35
1,712,1,1,38
2,1200,2,1,49
1,654,1,1,22
2,708,1,1,55
3,1680,3,3,135
2,990,2,2,58
2,1380,2,1,42
2,1088,2,2,62
3,1414,3,2,77
2,1240,2,1,100
3,1810,3,3,118
3,2005,3,2,240
2,1185,2,2,58
2,1070,2,1,52
2,1265,2,1,58
2,1100,2,1,55
2,1035,2,2,44
2,1000,2,1,97
2,1179,2,2,49
3,1650,3,1,84
3,1430,3,1,78
3,1130,2,2,58
3,1340,3,2,54
3,2582,5,2,250
2,1160,2,1,55
2,1116,2,1,37
3,2663,4,1,338
2,1090,2,2,45
2,1100,2,1,45
3,1365,2,1,34
3,1484,3,2,79
3,1630,3,2,68
3,1451,2,2,52
2,1330,2,1,107
3,2127,3,2,135
3,1173,2,2,45
3,1445,2,1,56
4,2250,4,1,400
2,1197,2,1,47
3,1450,3,3,62
2,1187,2,1,37
2,1050,2,2,41
3,1370,2,2,54
2,1036,2,2,39
3,1275,3,2,41
4,2010,3,2,115
2,1418,2,2,106
2,1265,2,2,46
3,1576,3,2,58
2,1148,2,1,56
2,1000,2,1,36
3,1293,2,2,85
2,1210,2,3,75
2,1126,2,1,69
3,1840,4,1,175
3,1440,2,0,70
3,1300,2,2,52
2,1276,2,2,75
2,1216,2,1,83
1,840,1,0,75
2,1126,2,2,39
2,1162,2,0,65
2,1301,2,2,65
1,658,1,1,34
3,2500,3,2,280
3,1208,3,2,42
2,1133,2,2,38
3,1760,2,1,116
3,1075,2,1,52
2,940,2,1,25
2,1145,2,2,57
2,1300,2,2,50
3,2475,4,3,326
2,1216,2,1,80
3,1459,2,1,110
3,1622,2,0,80
3,1843,3,2,85
2,1274,2,1,81
3,1430,2,1,69
3,1565,2,2,57
3,1670,3,2,160
3,1695,3,2,150
2,1410,2,2,75
2,1060,2,3,42
2,1120,2,2,50
2,1083,2,1,32
3,1435,3,3,57
3,1425,2,2,56
2,900,2,3,50
5,2400,5,2,93
1,693,1,1,34
4,2435,4,3,119
3,1920,3,2,150
1,630,1,1,47
3,1075,2,1,50
1,705,1,1,55
3,1200,2,2,75
2,1532,2,2,62
2,1330,2,1,93
3,1530,2,2,60
2,1105,2,2,42
3,1630,3,1,95
2,1256,2,1,62
3,1595,2,3,75
2,1000,2,2,53
3,1475,2,2,58
2,1000,2,1,28
3,1737,2,3,95
2,1000,2,1,28
4,2100,4,2,150
2,883,2,1,50
2,1243,2,2,46
3,1776,2,3,75
3,1347,2,1,37
3,1330,2,2,55
4,3730,4,3,370
3,1459,3,2,135
4,2259,5,2,135
2,1008,2,2,32
2,1200,2,2,52
4,2328,4,1,528
2,660,1,1,15
3,1800,2,2,250
4,3100,4,3,550
1,602,1,1,26
3,1710,3,2,100
3,1500,2,3,82
3,1539,3,2,60
3,1100,2,1,53
2,1151,2,1,49
2,920,2,1,46
3,1350,3,3,78
2,1200,2,2,65
2,1265,2,1,78
3,1700,3,2,93
3,1560,3,3,125
2,1243,2,2,46
3,1403,3,1,56
2,1010,2,1,40
3,1416,3,1,94
2,1628,2,2,68
3,1680,3,2,125
3,1595,3,3,62
3,1507,2,3,95
3,1949,3,1,133
2,1000,2,1,28
2,905,2,1,50
3,2480,3,2,245
3,1605,3,3,105
2,1290,2,1,73
2,1100,2,1,60
2,995,2,1,49
4,3526,4,3,598
3,1425,2,2,47
3,1455,2,2,55
1,550,1,1,23
3,1385,2,2,48
5,4000,3,0,130
2,1060,2,1,53
3,1080,2,2,75
3,1783,3,2,125
3,1520,2,2,90
2,1060,2,1,55
2,1267,2,1,54
2,1155,2,2,55
2,1240,2,1,65
3,1570,3,2,78
2,1019,2,1,45
2,1355,3,3,76
3,1537,3,2,110
4,4075,5,3,226
3,1550,3,3,52
2,1100,2,1,50
3,1750,3,2,150
2,1466,2,2,71
3,1550,3,2,72
3,2300,4,3,102
1,540,1,1,22
2,1020,2,3,48
3,2880,3,2,501
3,1987,4,2,165
2,1305,2,1,75
2,1125,2,1,32
2,1225,2,2,49
2,1255,2,1,55
2,1191,2,1,90
2,1165,2,1,33
2,865,2,1,35
3,1850,2,2,88
2,497,1,1,17
2,1232,2,2,89
3,1732,3,3,85
3,1614,2,1,100
2,600,1,1,22
3,2072,4,2,155
2,919,2,2,34
4,672,3,1,54
2,1000,2,2,42
2,1216,2,1,75
4,2245,4,2,154
3,1476,3,1,125
3,1852,3,2,130
2,1225,2,2,47
3,1597,3,1,67
3,2423,4,3,160
2,1152,2,1,90
3,1762,3,2,133
3,1530,2,2,74
2,1185,2,2,40
3,1890,3,2,108
3,1247,2,2,58
2,1201,2,2,59
2,830,2,2,40
2,1165,2,1,30
2,1100,1,2,55
3,1685,3,2,60
4,3131,4,3,349
2,1165,2,1,43
2,827,2,1,45
1,635,1,0,26
2,1050,2,1,50
3,1819,3,2,168
3,1500,2,2,57
3,2850,4,3,470
3,1751,3,3,72
4,4750,6,1,1102
2,1020,2,1,40
2,1148,2,1,43
3,1856,3,2,135
2,1060,2,1,49
2,1300,2,2,60
2,1325,2,2,65
2,1261,2,2,61
2,1100,2,2,46
2,700,2,1,33
3,1675,2,2,135
4,3260,5,3,388
2,1180,2,2,56
2,1160,2,2,45
4,1863,3,2,105
3,1914,3,2,149
3,1458,3,2,79
2,1105,2,1,40
3,3035,5,3,220
3,1556,3,2,86
2,918,2,2,50
3,1455,2,1,98
2,1205,2,1,70
2,1194,2,1,65
3,1100,2,2,52
3,1405,3,2,48
2,929,2,1,56
2,1035,2,1,39
4,2100,4,3,92
2,1065,2,1,40
2,1093,2,1,32
2,1250,2,2,45
3,1680,3,3,105
2,1146,2,1,50
2,1250,2,3,58
3,1451,3,1,60
3,1424,2,3,55
3,1435,2,3,62
1,658,1,0,26
3,1300,3,2,45
2,1242,2,2,65
3,1910,3,3,119
3,1610,4,2,85
2,1127,2,1,65
3,1075,2,1,42
2,1155,2,1,51
3,1250,3,1,55
2,876,2,2,29
3,1850,2,2,89
2,1314,2,3,83
1,690,1,1,39
2,1230,2,3,55
2,920,2,1,37
3,1850,3,3,140
2,1073,2,2,60
3,1540,3,3,76
3,1550,3,3,63
2,1198,2,1,65
3,1656,3,2,90
3,1900,3,3,155
3,1910,3,2,142
2,1003,2,1,43
3,2172,3,2,76
3,1548,3,1,65
3,1689,3,1,103
2,1031,2,1,53
4,2119,4,2,111
2,1060,2,2,37
2,1100,2,1,61
3,1250,2,1,77
2,1100,2,2,110
3,1420,2,2,46
3,1500,2,1,78
3,1942,3,1,155
3,1985,3,2,130
1,950,1,0,39
3,1752,3,2,105
3,1480,2,2,84
3,1826,3,2,130
2,1035,2,1,39
3,1667,3,2,92
2,934,2,2,55
3,1620,2,1,76
2,1070,2,1,47
3,1280,2,2,60
2,1400,2,2,60
2,1330,2,1,64
2,1012,2,1,54
3,1611,2,2,48
3,1405,3,2,58
3,1515,3,3,90
3,1830,4,2,150
3,1710,3,0,60
2,935,2,1,51
3,2197,3,2,136
3,1410,2,0,80
2,1125,2,2,65
3,1191,2,1,55
2,1200,2,2,79
3,1525,2,3,67
3,1464,3,3,56
2,920,2,1,27
1,651,1,1,17
2,600,1,2,25
1,645,1,1,16
2,1185,2,2,44
2,1190,2,1,68
2,1355,2,3,73
1,500,2,1,24
3,1250,3,3,50
3,1480,2,1,58
4,3300,4,2,329
2,1206,2,1,53
2,1357,2,1,130
2,925,2,1,46
2,909,2,1,40
2,1100,2,1,55
2,1100,2,1,54
2,975,2,1,65
2,1306,2,2,44
1,610,1,1,39
3,1484,2,2,56
2,1125,2,1,47
2,1447,2,1,75
4,2882,5,1,158
3,2075,3,1,115
2,1250,2,1,58
2,1272,2,2,51
2,625,2,1,24
1,840,2,2,50
4,2502,4,2,180
1,583,1,1,26
2,900,2,1,27
2,1115,2,2,50
2,1464,2,2,56
1,750,1,1,51
3,1600,3,3,58
3,1365,2,2,49
3,1300,3,2,64
2,1260,2,2,35
2,1190,2,2,33
3,2480,4,1,260
3,1250,3,2,38
3,1500,3,0,75
3,1510,3,3,47
2,1187,2,1,59
2,1120,2,1,53
3,1717,3,3,99
2,1100,2,2,58
3,1465,2,1,45
3,1255,2,1,90
2,1220,2,3,88
2,1065,2,1,30
3,1765,3,3,80
2,1281,2,2,87
2,1210,2,2,25
2,1215,2,3,43
2,1237,2,2,73
2,1300,2,1,70
2,1105,2,2,39
3,1505,2,2,42
2,1186,2,3,65
2,750,2,1,35
2,1083,2,2,28
3,1430,2,1,78
2,1056,2,2,68
3,2108,3,3,85
3,1650,3,2,101
3,1220,3,1,36
2,1198,2,1,54
2,1190,2,1,70
2,900,2,1,41
4,2690,4,2,185
2,1340,2,2,65
2,1260,2,2,59
3,2254,3,2,153
3,2990,5,1,210
2,820,2,1,45
2,1296,2,2,65
2,1190,2,1,53
2,1173,2,1,77
2,1102,2,0,52
2,913,2,1,36
3,1176,2,1,35
2,1519,2,3,65
2,1345,2,2,106
3,1594,3,2,99
2,1250,2,1,68
2,1056,2,1,60
2,1150,2,1,48
2,1464,2,1,145
2,861,2,0,36
2,1047,2,1,82
2,1065,2,1,45
3,2300,3,3,369
2,1000,2,1,62
3,1682,3,1,113
3,1756,3,2,131
4,1050,4,2,90
2,1238,2,1,67
2,814,2,1,42
2,1145,2,1,46
2,965,2,1,34
2,750,2,1,36
3,1300,2,2,55
3,1590,3,3,131
1,644,1,1,40
2,982,2,1,37
2,1260,2,2,100
3,1555,3,2,75
2,1225,2,2,48
2,1085,2,1,46
3,1640,3,2,220
3,1595,3,1,110
2,1196,2,2,40
3,1859,3,1,108
2,1079,2,1,60
2,550,1,1,27
2,1118,2,1,42
2,1198,2,2,60
3,1830,4,2,135
2,1160,2,1,59
3,1485,2,1,156
3,2070,3,3,135
2,957,2,0,52
2,1268,2,1,69
3,1450,2,2,87
3,1600,2,2,75
3,1330,2,1,57
3,1355,2,2,65
2,1272,2,2,51
2,1100,2,1,38
3,1220,3,2,58
2,1075,2,1,46
2,800,2,1,55
2,995,2,1,34
2,900,1,1,44
2,1140,2,1,42
3,1480,2,2,125
3,1710,2,2,90
3,2106,3,3,148
3,1660,2,2,116
3,1549,3,2,80
1,700,1,1,38
2,1012,2,1,64
3,1469,3,1,89
2,1216,2,1,69
2,1065,2,1,56
3,1411,3,1,93
2,1400,2,2,57
3,1250,3,2,29
2,1245,2,3,62
2,1115,2,1,50
2,1000,2,1,35
3,1800,3,2,90
2,1500,2,2,130
1,645,1,1,16
3,1275,3,2,44
3,1494,3,2,82
3,1949,3,2,129
2,1020,2,1,46
2,883,2,1,45
3,2010,3,3,125
2,1240,2,2,80
2,1213,2,1,63
3,1835,3,3,88
2,945,2,0,45
3,1504,2,2,100
3,1569,3,2,150
3,1755,3,2,130
2,1240,2,3,43
3,1450,3,2,72
2,1000,2,0,48
5,2000,4,2,145
2,1215,2,2,59
3,1330,3,3,73
2,1178,2,1,75
2,2040,2,2,59
3,2000,3,2,85
3,1602,2,1,165
2,1194,2,2,46
3,1800,3,1,220
3,1700,3,3,108
3,1200,3,2,65
3,1737,3,3,85
3,1280,2,1,48
2,1560,2,2,85
2,883,2,1,44
2,750,2,1,33
4,2400,3,3,140
2,900,2,1,45
2,1030,2,1,49
3,1850,3,2,155
3,1831,3,1,110
2,1095,2,1,38
3,1320,2,1,38
2,1000,2,1,61
3,1820,3,2,85
3,1075,2,1,41
2,1140,2,1,70
2,1145,2,2,58
3,1862,3,3,120
2,947,2,2,43
2,1120,2,2,40
3,2700,3,3,200
3,1805,2,2,75
2,1100,2,3,93
3,1677,3,2,98
3,1560,3,3,74
3,2060,3,2,150
3,1716,2,0,115
3,1864,3,1,140
1,638,1,1,32
2,937,2,1,30
3,1490,2,1,115
4,4856,5,3,410
2,1100,2,1,37
2,1000,2,2,48
2,1060,2,1,37
2,1047,2,1,91
2,1200,2,2,80
3,1420,2,2,75
3,1550,3,1,59
3,1555,3,3,82
3,1553,3,3,68
2,920,2,2,26
3,1740,3,3,120
3,1855,3,2,145
3,1724,3,1,146
2,1020,2,2,60
3,1250,2,1,50
3,1450,3,2,75
2,1200,2,2,80
2,1140,2,2,58
1,550,1,1,16
3,1450,3,1,44
2,700,2,1,35
2,1050,2,1,45
3,1600,3,3,69
3,1625,2,3,75
2,1492,2,2,65
3,1489,2,3,82
3,1560,2,2,62
2,1140,2,2,42
3,1431,3,2,65
3,1682,3,1,114
2,1198,2,1,86
3,1550,2,2,69
2,1026,2,1,45
3,1260,2,2,52
1,539,1,1,45
2,1200,2,2,79
3,1186,2,2,40
2,1039,2,2,39
3,2520,3,2,150
2,1225,2,2,66
2,1350,2,2,72
2,1030,2,2,300
3,1550,2,2,49
3,1490,3,2,79
3,1520,3,2,111
3,1391,2,3,64
2,1200,2,2,50
2,1322,2,2,80
3,2173,3,2,128
2,1200,2,2,75
2,1200,2,2,47
2,1170,2,2,65
2,1125,2,2,45
2,1250,2,2,90
2,1025,2,2,27
3,1075,2,2,36
3,1900,2,2,190
3,1435,3,2,45
2,1175,2,2,64
3,1464,3,2,56
2,900,2,1,33
1,585,1,1,21
3,1602,2,1,170
2,1220,2,2,42
3,2500,3,3,350
3,2145,3,3,180
2,960,2,3,58
1,907,1,1,38
2,1210,2,1,74
2,1230,2,2,70
3,1350,2,1,75
2,1150,2,2,58
3,1404,2,0,53
2,1050,2,3,48
2,1285,2,2,56
2,1018,2,1,50
2,1115,2,2,50
3,1600,3,3,95
2,1480,2,1,80
1,480,1,1,25
3,1435,3,3,53
1,450,1,2,60
1,600,2,0,23
3,1590,2,3,85
2,936,2,0,40
2,1181,2,1,75
3,1741,3,2,80
3,1750,3,1,123
2,1050,2,2,42
2,1027,2,1,60
2,596,2,1,22
4,3463,6,0,310
3,1600,3,2,70
4,2790,5,3,198
2,1000,2,1,60
2,1120,2,2,44
2,1200,2,2,35
3,1570,3,2,110
3,1500,3,1,135
2,1315,2,2,140
2,1140,2,1,33
2,1105,2,2,90
2,1200,2,1,34
1,905,1,1,62
2,1185,2,1,50
2,1083,2,1,100
3,1458,3,2,60
3,1555,3,2,75
2,1200,2,2,45
2,1308,2,1,58
2,1024,2,2,44
2,1194,2,2,47
3,1450,3,1,75
3,1639,3,3,120
3,1870,3,2,138
2,1232,2,1,87
3,1719,3,1,184
